0u,0
0.001u,0
30u,0
30.001u,0
60u,0
60.001u,0
90u,0
90.001u,0
120u,0
120.001u,0
150u,0
150.001u,0
180u,0
180.001u,0
210u,0
210.001u,0
240u,0
240.001u,0
270u,0
270.001u,0
300u,0
300.001u,0
330u,0
330.001u,0
360u,0
360.001u,0
390u,0
390.001u,0
420u,0
420.001u,0
450u,0
450.001u,0
480u,0
480.001u,0
510u,0
510.001u,0
540u,0
540.001u,0
570u,0
570.001u,0
600u,0
600.001u,0
630u,0
630.001u,0
660u,0
660.001u,0
690u,0
690.001u,0
720u,0
720.001u,0
750u,0
750.001u,0
780u,0
780.001u,0
810u,0
810.001u,0
840u,0
840.001u,0
870u,0
870.001u,0
900u,0
900.001u,0
930u,0
930.001u,0
960u,0
960.001u,0
990u,0
990.001u,0
1020u,0
1020.001u,0
1050u,0
1050.001u,0
1080u,0
1080.001u,0
1110u,0
1110.001u,0
1140u,0
1140.001u,0
1170u,0
1170.001u,0
1200u,0
1200.001u,0
1230u,0
1230.001u,0
1260u,0
1260.001u,0
1290u,0
1290.001u,0
1320u,0
1320.001u,0
1350u,0
1350.001u,0
1380u,0
1380.001u,0
1410u,0
1410.001u,0
1440u,0
1440.001u,0
1470u,0
1470.001u,0
1500u,0
1500.001u,0
1530u,0
1530.001u,0
1560u,0
1560.001u,0
1590u,0
1590.001u,0
1620u,0
1620.001u,0
1650u,0
1650.001u,0
1680u,0
1680.001u,0
1710u,0
1710.001u,0
1740u,0
1740.001u,0
1770u,0
1770.001u,0
1800u,0
1800.001u,0
1830u,0
1830.001u,0
1860u,0
1860.001u,0
1890u,0
1890.001u,0
1920u,0
1920.001u,0
1950u,0
1950.001u,0
1980u,0
1980.001u,0
2010u,0
2010.001u,0
2040u,0
2040.001u,0
2070u,0
2070.001u,0
2100u,0
2100.001u,0
2130u,0
2130.001u,0
2160u,0
2160.001u,0
2190u,0
2190.001u,0
2220u,0
2220.001u,0
2250u,0
2250.001u,0
2280u,0
2280.001u,0
2310u,0
2310.001u,0
2340u,0
2340.001u,0
2370u,0
2370.001u,0
2400u,0
2400.001u,0
2430u,0
2430.001u,0
2460u,0
2460.001u,0
2490u,0
2490.001u,0
2520u,0
2520.001u,0
2550u,0
2550.001u,0
2580u,0
2580.001u,0
2610u,0
2610.001u,0
2640u,0
2640.001u,0
2670u,0
2670.001u,0
2700u,0
2700.001u,0
2730u,0
2730.001u,0
2760u,0
2760.001u,0
2790u,0
2790.001u,0
2820u,0
2820.001u,0
2850u,0
2850.001u,0
2880u,0
2880.001u,0
2910u,0
2910.001u,0
2940u,0
2940.001u,0
2970u,0
2970.001u,0
3000u,0
3000.001u,0
3030u,0
3030.001u,0
3060u,0
3060.001u,0
3090u,0
3090.001u,0
3120u,0
3120.001u,0
3150u,0
3150.001u,0
3180u,0
3180.001u,-1
3210u,-1
3210.001u,1
3240u,1
3240.001u,0
3270u,0
3270.001u,0
3300u,0
3300.001u,0
3330u,0
3330.001u,0
3360u,0
3360.001u,0
3390u,0
3390.001u,0
3420u,0
3420.001u,0
3450u,0
3450.001u,0
3480u,0
3480.001u,0
3510u,0
3510.001u,0
3540u,0
3540.001u,0
3570u,0
3570.001u,0
3600u,0
3600.001u,0
3630u,0
3630.001u,0
3660u,0
3660.001u,0
3690u,0
3690.001u,0
3720u,0
3720.001u,0
3750u,0
3750.001u,0
3780u,0
3780.001u,0
3810u,0
3810.001u,0
3840u,0
3840.001u,0
3870u,0
3870.001u,0
3900u,0
3900.001u,0
3930u,0
3930.001u,0
3960u,0
3960.001u,0
3990u,0
3990.001u,0
4020u,0
4020.001u,0
4050u,0
4050.001u,0
4080u,0
4080.001u,0
4110u,0
4110.001u,0
4140u,0
4140.001u,0
4170u,0
4170.001u,0
4200u,0
4200.001u,0
4230u,0
4230.001u,0
4260u,0
4260.001u,0
4290u,0
4290.001u,0
4320u,0
4320.001u,0
4350u,0
4350.001u,0
4380u,0
4380.001u,0
4410u,0
4410.001u,0
4440u,0
4440.001u,0
4470u,0
4470.001u,0
4500u,0
4500.001u,0
4530u,0
4530.001u,0
4560u,0
4560.001u,0
4590u,0
4590.001u,0
4620u,0
4620.001u,0
4650u,0
4650.001u,0
4680u,0
4680.001u,0
4710u,0
4710.001u,0
4740u,0
4740.001u,0
4770u,0
4770.001u,0
4800u,0
4800.001u,0
4830u,0
4830.001u,0
4860u,0
4860.001u,0
4890u,0
4890.001u,0
4920u,0
4920.001u,0
4950u,0
4950.001u,0
4980u,0
4980.001u,0
5010u,0
5010.001u,0
5040u,0
5040.001u,0
5070u,0
5070.001u,0
5100u,0
5100.001u,0
5130u,0
5130.001u,0
5160u,0
5160.001u,0
5190u,0
5190.001u,0
5220u,0
5220.001u,0
5250u,0
5250.001u,0
5280u,0
5280.001u,0
5310u,0
5310.001u,0
5340u,0
5340.001u,0
5370u,0
5370.001u,0
5400u,0
5400.001u,0
5430u,0
5430.001u,0
5460u,0
5460.001u,0
5490u,0
5490.001u,0
5520u,0
5520.001u,0
5550u,0
5550.001u,0
5580u,0
5580.001u,0
5610u,0
5610.001u,0
5640u,0
5640.001u,0
5670u,0
5670.001u,0
5700u,0
5700.001u,0
5730u,0
5730.001u,0
5760u,0
5760.001u,0
5790u,0
5790.001u,0
5820u,0
5820.001u,0
5850u,0
5850.001u,0
5880u,0
5880.001u,0
5910u,0
5910.001u,0
5940u,0
5940.001u,0
5970u,0
5970.001u,0
6000u,0
6000.001u,0
6030u,0
6030.001u,0
6060u,0
6060.001u,0
6090u,0
6090.001u,0
6120u,0
6120.001u,0
6150u,0
6150.001u,0
6180u,0
6180.001u,0
6210u,0
6210.001u,0
6240u,0
6240.001u,0
6270u,0
6270.001u,0
6300u,0
6300.001u,0
6330u,0
6330.001u,0
6360u,0
6360.001u,0
6390u,0
6390.001u,0
6420u,0
6420.001u,0
6450u,0
6450.001u,0
6480u,0
6480.001u,0
6510u,0
6510.001u,0
6540u,0
6540.001u,0
6570u,0
6570.001u,0
6600u,0
6600.001u,0
6630u,0
6630.001u,0
6660u,0
6660.001u,0
6690u,0
6690.001u,0
6720u,0
6720.001u,0
6750u,0
6750.001u,0
6780u,0
6780.001u,0
6810u,0
6810.001u,0
6840u,0
6840.001u,0
6870u,0
6870.001u,0
6900u,0
6900.001u,0
6930u,0
6930.001u,0
6960u,0
6960.001u,0
6990u,0
6990.001u,0
7020u,0
7020.001u,0
7050u,0
7050.001u,0
7080u,0
7080.001u,0
7110u,0
7110.001u,0
7140u,0
7140.001u,0
7170u,0
7170.001u,0
7200u,0
7200.001u,0
7230u,0
7230.001u,0
7260u,0
7260.001u,0
7290u,0
7290.001u,0
7320u,0
7320.001u,0
7350u,0
7350.001u,0
7380u,0
7380.001u,0
7410u,0
7410.001u,0
7440u,0
7440.001u,0
7470u,0
7470.001u,0
7500u,0
7500.001u,0
7530u,0
7530.001u,0
7560u,0
7560.001u,0
7590u,0
7590.001u,0
7620u,0
7620.001u,0
7650u,0
7650.001u,0
7680u,0
7680.001u,0
7710u,0
7710.001u,0
7740u,0
7740.001u,0
7770u,0
7770.001u,0
7800u,0
7800.001u,0
7830u,0
7830.001u,0
7860u,0
7860.001u,0
7890u,0
7890.001u,0
7920u,0
7920.001u,0
7950u,0
7950.001u,0
7980u,0
7980.001u,0
8010u,0
8010.001u,0
8040u,0
8040.001u,0
8070u,0
8070.001u,0
8100u,0
8100.001u,0
8130u,0
8130.001u,0
8160u,0
8160.001u,0
8190u,0
8190.001u,0
8220u,0
8220.001u,0
8250u,0
8250.001u,0
8280u,0
8280.001u,0
8310u,0
8310.001u,0
8340u,0
8340.001u,0
8370u,0
8370.001u,0
8400u,0
8400.001u,0
8430u,0
8430.001u,0
8460u,0
8460.001u,0
8490u,0
8490.001u,0
8520u,0
8520.001u,0
8550u,0
8550.001u,0
8580u,0
8580.001u,0
8610u,0
8610.001u,0
8640u,0
8640.001u,0
8670u,0
8670.001u,0
8700u,0
8700.001u,0
8730u,0
8730.001u,0
8760u,0
8760.001u,0
8790u,0
8790.001u,0
8820u,0
8820.001u,0
8850u,0
8850.001u,0
8880u,0
8880.001u,0
8910u,0
8910.001u,0
8940u,0
8940.001u,0
8970u,0
8970.001u,0
9000u,0
9000.001u,0
9030u,0
9030.001u,0
9060u,0
9060.001u,0
9090u,0
9090.001u,0
9120u,0
9120.001u,0
9150u,0
9150.001u,0
9180u,0
9180.001u,0
9210u,0
9210.001u,0
9240u,0
9240.001u,0
9270u,0
9270.001u,0
9300u,0
9300.001u,0
9330u,0
9330.001u,0
9360u,0
9360.001u,0
9390u,0
9390.001u,0
9420u,0
9420.001u,0
9450u,0
9450.001u,0
9480u,0
9480.001u,0
9510u,0
9510.001u,0
9540u,0
9540.001u,0
9570u,0
9570.001u,0
9600u,0
9600.001u,0
9630u,0
9630.001u,0
9660u,0
9660.001u,0
9690u,0
9690.001u,0
9720u,0
9720.001u,0
9750u,0
9750.001u,0
9780u,0
9780.001u,0
9810u,0
9810.001u,0
9840u,0
9840.001u,0
9870u,0
9870.001u,0
9900u,0
9900.001u,0
9930u,0
9930.001u,0
9960u,0
9960.001u,0
9990u,0
9990.001u,0
10020u,0
10020.001u,0
10050u,0
10050.001u,0
10080u,0
10080.001u,0
10110u,0
10110.001u,0
10140u,0
10140.001u,0
10170u,0
10170.001u,0
10200u,0
10200.001u,0
10230u,0
10230.001u,0
10260u,0
10260.001u,0
10290u,0
10290.001u,0
10320u,0
10320.001u,0
10350u,0
10350.001u,0
10380u,0
10380.001u,0
10410u,0
10410.001u,0
10440u,0
10440.001u,0
10470u,0
10470.001u,0
10500u,0
10500.001u,0
10530u,0
10530.001u,0
10560u,0
10560.001u,0
10590u,0
10590.001u,0
10620u,0
10620.001u,0
10650u,0
10650.001u,0
10680u,0
10680.001u,0
10710u,0
10710.001u,0
10740u,0
10740.001u,0
10770u,0
10770.001u,0
10800u,0
10800.001u,0
10830u,0
10830.001u,0
10860u,0
10860.001u,0
10890u,0
10890.001u,0
10920u,0
10920.001u,0
10950u,0
10950.001u,0
10980u,0
10980.001u,0
11010u,0
11010.001u,0
11040u,0
11040.001u,0
11070u,0
11070.001u,0
11100u,0
11100.001u,0
11130u,0
11130.001u,0
11160u,0
11160.001u,0
11190u,0
11190.001u,0
11220u,0
11220.001u,0
11250u,0
11250.001u,0
11280u,0
11280.001u,0
11310u,0
11310.001u,0
11340u,0
11340.001u,0
11370u,0
11370.001u,0
11400u,0
11400.001u,0
11430u,0
11430.001u,0
11460u,0
11460.001u,0
11490u,0
11490.001u,0
11520u,0
11520.001u,0
11550u,0
11550.001u,0
11580u,0
11580.001u,0
11610u,0
11610.001u,0
11640u,0
11640.001u,0
11670u,0
11670.001u,0
11700u,0
11700.001u,0
11730u,0
11730.001u,0
11760u,0
11760.001u,0
11790u,0
11790.001u,0
11820u,0
11820.001u,0
11850u,0
11850.001u,0
11880u,0
11880.001u,0
11910u,0
11910.001u,0
11940u,0
11940.001u,0
11970u,0
11970.001u,0
12000u,0
12000.001u,0
12030u,0
12030.001u,0
12060u,0
12060.001u,0
12090u,0
12090.001u,0
12120u,0
12120.001u,0
12150u,0
12150.001u,0
12180u,0
12180.001u,0
12210u,0
12210.001u,0
12240u,0
12240.001u,0
12270u,0
12270.001u,0
12300u,0
12300.001u,0
12330u,0
12330.001u,0
12360u,0
12360.001u,0
12390u,0
12390.001u,0
12420u,0
12420.001u,0
12450u,0
12450.001u,0
12480u,0
12480.001u,0
12510u,0
12510.001u,0
12540u,0
12540.001u,0
12570u,0
12570.001u,0
12600u,0
12600.001u,0
12630u,0
12630.001u,0
12660u,0
12660.001u,0
12690u,0
12690.001u,0
12720u,0
12720.001u,0
12750u,0
12750.001u,0
12780u,0
12780.001u,0
12810u,0
12810.001u,0
12840u,0
12840.001u,0
12870u,0
12870.001u,0
12900u,0
12900.001u,0
12930u,0
12930.001u,0
12960u,0
12960.001u,0
12990u,0
12990.001u,0
13020u,0
13020.001u,0
13050u,0
13050.001u,0
13080u,0
13080.001u,0
13110u,0
13110.001u,0
13140u,0
13140.001u,0
13170u,0
13170.001u,0
13200u,0
13200.001u,0
13230u,0
13230.001u,0
13260u,0
13260.001u,0
13290u,0
13290.001u,0
13320u,0
13320.001u,0
13350u,0
13350.001u,0
13380u,0
13380.001u,0
13410u,0
13410.001u,0
13440u,0
13440.001u,0
13470u,0
13470.001u,0
13500u,0
13500.001u,0
13530u,0
13530.001u,0
13560u,0
13560.001u,0
13590u,0
13590.001u,0
13620u,0
13620.001u,0
13650u,0
13650.001u,0
13680u,0
13680.001u,0
13710u,0
13710.001u,0
13740u,0
13740.001u,0
13770u,0
13770.001u,0
13800u,0
13800.001u,0
13830u,0
13830.001u,0
13860u,0
13860.001u,0
13890u,0
13890.001u,0
13920u,0
13920.001u,0
13950u,0
13950.001u,0
13980u,0
13980.001u,0
14010u,0
14010.001u,0
14040u,0
14040.001u,0
14070u,0
14070.001u,0
14100u,0
14100.001u,0
14130u,0
14130.001u,0
14160u,0
14160.001u,0
14190u,0
14190.001u,0
14220u,0
14220.001u,0
14250u,0
14250.001u,0
14280u,0
14280.001u,0
14310u,0
14310.001u,0
14340u,0
14340.001u,0
14370u,0
14370.001u,0
14400u,0
14400.001u,0
14430u,0
14430.001u,0
14460u,0
14460.001u,0
14490u,0
14490.001u,0
14520u,0
14520.001u,0
14550u,0
14550.001u,0
14580u,0
14580.001u,0
14610u,0
14610.001u,0
14640u,0
14640.001u,0
14670u,0
14670.001u,0
14700u,0
14700.001u,0
14730u,0
14730.001u,0
14760u,0
14760.001u,0
14790u,0
14790.001u,0
14820u,0
14820.001u,0
14850u,0
14850.001u,0
14880u,0
14880.001u,0
14910u,0
14910.001u,0
14940u,0
14940.001u,0
14970u,0
14970.001u,0
15000u,0
15000.001u,0
15030u,0
15030.001u,0
15060u,0
15060.001u,0
15090u,0
15090.001u,0
15120u,0
15120.001u,0
15150u,0
15150.001u,0
15180u,0
15180.001u,0
15210u,0
15210.001u,0
15240u,0
15240.001u,0
15270u,0
15270.001u,0
15300u,0
15300.001u,0
15330u,0
15330.001u,0
15360u,0
15360.001u,0
15390u,0
15390.001u,0
15420u,0
15420.001u,0
15450u,0
15450.001u,0
15480u,0
15480.001u,0
15510u,0
15510.001u,0
15540u,0
15540.001u,0
15570u,0
15570.001u,0
15600u,0
15600.001u,0
15630u,0
15630.001u,0
15660u,0
15660.001u,0
15690u,0
15690.001u,0
15720u,0
15720.001u,0
15750u,0
15750.001u,0
15780u,0
15780.001u,0
15810u,0
15810.001u,0
15840u,0
15840.001u,0
15870u,0
15870.001u,0
15900u,0
15900.001u,0
15930u,0
15930.001u,0
15960u,0
15960.001u,0
15990u,0
15990.001u,0
16020u,0
16020.001u,0
16050u,0
16050.001u,0
16080u,0
16080.001u,0
16110u,0
16110.001u,0
16140u,0
16140.001u,0
16170u,0
16170.001u,0
16200u,0
16200.001u,0
16230u,0
16230.001u,0
16260u,0
16260.001u,0
16290u,0
16290.001u,0
16320u,0
16320.001u,0
16350u,0
16350.001u,0
16380u,0
16380.001u,0
16410u,0
16410.001u,0
16440u,0
16440.001u,0
16470u,0
16470.001u,0
16500u,0
16500.001u,0
16530u,0
16530.001u,0
16560u,0
16560.001u,0
16590u,0
16590.001u,0
16620u,0
16620.001u,0
16650u,0
16650.001u,0
16680u,0
16680.001u,0
16710u,0
16710.001u,0
16740u,0
16740.001u,0
16770u,0
16770.001u,0
16800u,0
16800.001u,0
16830u,0
16830.001u,0
16860u,0
16860.001u,0
16890u,0
16890.001u,0
16920u,0
16920.001u,0
16950u,0
16950.001u,0
16980u,0
16980.001u,0
17010u,0
17010.001u,0
17040u,0
17040.001u,0
17070u,0
17070.001u,0
17100u,0
17100.001u,0
17130u,0
17130.001u,0
17160u,0
17160.001u,0
17190u,0
17190.001u,0
17220u,0
17220.001u,0
17250u,0
17250.001u,0
17280u,0
17280.001u,0
17310u,0
17310.001u,0
17340u,0
17340.001u,0
17370u,0
17370.001u,0
17400u,0
17400.001u,0
17430u,0
17430.001u,0
17460u,0
17460.001u,0
17490u,0
17490.001u,0
17520u,0
17520.001u,0
17550u,0
17550.001u,0
17580u,0
17580.001u,0
17610u,0
17610.001u,0
17640u,0
17640.001u,0
17670u,0
17670.001u,0
17700u,0
17700.001u,0
17730u,0
17730.001u,0
17760u,0
17760.001u,0
17790u,0
17790.001u,0
17820u,0
17820.001u,0
17850u,0
17850.001u,0
17880u,0
17880.001u,0
17910u,0
17910.001u,0
17940u,0
17940.001u,0
17970u,0
17970.001u,0
18000u,0
18000.001u,0
18030u,0
18030.001u,0
18060u,0
18060.001u,0
18090u,0
18090.001u,0
18120u,0
18120.001u,0
18150u,0
18150.001u,0
18180u,0
18180.001u,0
18210u,0
18210.001u,0
18240u,0
18240.001u,0
18270u,0
18270.001u,0
18300u,0
18300.001u,0
18330u,0
18330.001u,0
18360u,0
18360.001u,0
18390u,0
18390.001u,0
18420u,0
18420.001u,0
18450u,0
18450.001u,0
18480u,0
18480.001u,0
18510u,0
18510.001u,0
18540u,0
18540.001u,0
18570u,0
18570.001u,0
18600u,0
18600.001u,0
18630u,0
18630.001u,0
18660u,0
18660.001u,0
18690u,0
18690.001u,0
18720u,0
18720.001u,0
18750u,0
18750.001u,0
18780u,0
18780.001u,0
18810u,0
18810.001u,0
18840u,0
18840.001u,0
18870u,0
18870.001u,0
18900u,0
18900.001u,0
18930u,0
18930.001u,0
18960u,0
18960.001u,0
18990u,0
18990.001u,0
19020u,0
19020.001u,0
19050u,0
19050.001u,0
19080u,0
19080.001u,0
19110u,0
19110.001u,0
19140u,0
19140.001u,0
19170u,0
19170.001u,0
19200u,0
19200.001u,0
19230u,0
19230.001u,0
19260u,0
19260.001u,0
19290u,0
19290.001u,0
19320u,0
19320.001u,0
19350u,0
19350.001u,0
19380u,0
19380.001u,0
19410u,0
19410.001u,0
19440u,0
19440.001u,0
19470u,0
19470.001u,0
19500u,0
19500.001u,0
19530u,0
19530.001u,0
19560u,0
19560.001u,0
19590u,0
19590.001u,0
19620u,0
19620.001u,0
19650u,0
19650.001u,0
19680u,0
19680.001u,0
19710u,0
19710.001u,0
19740u,0
19740.001u,0
19770u,0
19770.001u,0
19800u,0
19800.001u,0
19830u,0
19830.001u,0
19860u,0
19860.001u,0
19890u,0
19890.001u,0
19920u,0
19920.001u,0
19950u,0
19950.001u,0
19980u,0
19980.001u,0
20010u,0
20010.001u,0
20040u,0
20040.001u,0
20070u,0
20070.001u,0
20100u,0
20100.001u,0
20130u,0
20130.001u,0
20160u,0
20160.001u,0
20190u,0
20190.001u,0
20220u,0
20220.001u,0
20250u,0
20250.001u,0
20280u,0
20280.001u,0
20310u,0
20310.001u,0
20340u,0
20340.001u,0
20370u,0
20370.001u,0
20400u,0
20400.001u,0
20430u,0
20430.001u,900m
20460u,900m
20460.001u,0
20490u,0
20490.001u,0
20520u,0
20520.001u,1
20550u,1
20550.001u,0
20580u,0
20580.001u,0
20610u,0
20610.001u,900m
20640u,900m
20640.001u,-1
20670u,-1
20670.001u,1
20700u,1
20700.001u,0
20730u,0
20730.001u,0
20760u,0
20760.001u,0
20790u,0
20790.001u,0
20820u,0
20820.001u,0
20850u,0
20850.001u,900m
20880u,900m
20880.001u,0
20910u,0
20910.001u,0
20940u,0
20940.001u,0
20970u,0
20970.001u,0
21000u,0
21000.001u,0
21030u,0
21030.001u,0
21060u,0
21060.001u,0
21090u,0
21090.001u,0
21120u,0
21120.001u,0
21150u,0
21150.001u,0
21180u,0
21180.001u,0
21210u,0
21210.001u,0
21240u,0
21240.001u,0
21270u,0
21270.001u,0
21300u,0
21300.001u,0
21330u,0
21330.001u,0
21360u,0
21360.001u,0
21390u,0
21390.001u,0
21420u,0
21420.001u,0
21450u,0
21450.001u,0
21480u,0
21480.001u,0
21510u,0
21510.001u,0
21540u,0
21540.001u,0
21570u,0
21570.001u,0
21600u,0
21600.001u,0
21630u,0
21630.001u,0
21660u,0
21660.001u,0
21690u,0
21690.001u,0
21720u,0
21720.001u,0
21750u,0
21750.001u,0
21780u,0
21780.001u,0
21810u,0
21810.001u,0
21840u,0
21840.001u,0
21870u,0
21870.001u,0
21900u,0
21900.001u,0
21930u,0
21930.001u,0
21960u,0
21960.001u,0
21990u,0
21990.001u,0
22020u,0
22020.001u,0
22050u,0
22050.001u,0
22080u,0
22080.001u,0
22110u,0
22110.001u,0
22140u,0
22140.001u,0
22170u,0
22170.001u,0
22200u,0
22200.001u,0
22230u,0
22230.001u,0
22260u,0
22260.001u,0
22290u,0
22290.001u,0
22320u,0
22320.001u,0
22350u,0
22350.001u,0
22380u,0
22380.001u,0
22410u,0
22410.001u,0
22440u,0
22440.001u,0
22470u,0
22470.001u,0
22500u,0
22500.001u,0
22530u,0
22530.001u,0
22560u,0
22560.001u,0
22590u,0
22590.001u,0
22620u,0
22620.001u,0
22650u,0
22650.001u,0
22680u,0
22680.001u,0
22710u,0
22710.001u,0
22740u,0
22740.001u,0
22770u,0
22770.001u,0
22800u,0
22800.001u,0
22830u,0
22830.001u,0
22860u,0
22860.001u,0
22890u,0
22890.001u,0
22920u,0
22920.001u,0
22950u,0
22950.001u,0
22980u,0
22980.001u,0
23010u,0
23010.001u,0
23040u,0
23040.001u,0
23070u,0
23070.001u,0
23100u,0
23100.001u,0
23130u,0
23130.001u,0
23160u,0
23160.001u,0
23190u,0
23190.001u,0
23220u,0
23220.001u,0
23250u,0
23250.001u,0
23280u,0
23280.001u,0
23310u,0
23310.001u,0
23340u,0
23340.001u,0
23370u,0
23370.001u,0
23400u,0
23400.001u,0
23430u,0
23430.001u,0
23460u,0
23460.001u,0
23490u,0
23490.001u,0
23520u,0
23520.001u,0
23550u,0
23550.001u,0
23580u,0
23580.001u,0
23610u,0
23610.001u,0
23640u,0
23640.001u,0
23670u,0
23670.001u,0
23700u,0
23700.001u,0
23730u,0
23730.001u,0
23760u,0
23760.001u,0
23790u,0
23790.001u,0
23820u,0
23820.001u,0
23850u,0
23850.001u,0
23880u,0
23880.001u,0
23910u,0
23910.001u,0
23940u,0
23940.001u,0
23970u,0
23970.001u,0
24000u,0
24000.001u,0
24030u,0
24030.001u,0
24060u,0
24060.001u,0
24090u,0
24090.001u,0
24120u,0
24120.001u,0
24150u,0
24150.001u,0
24180u,0
24180.001u,0
24210u,0
24210.001u,0
24240u,0
24240.001u,0
24270u,0
24270.001u,0
24300u,0
24300.001u,0
24330u,0
24330.001u,0
24360u,0
24360.001u,0
24390u,0
24390.001u,0
24420u,0
24420.001u,0
24450u,0
24450.001u,0
24480u,0
24480.001u,0
24510u,0
24510.001u,0
24540u,0
24540.001u,0
24570u,0
24570.001u,0
24600u,0
24600.001u,0
24630u,0
24630.001u,0
24660u,0
24660.001u,0
24690u,0
24690.001u,0
24720u,0
24720.001u,0
24750u,0
24750.001u,0
24780u,0
24780.001u,0
24810u,0
24810.001u,0
24840u,0
24840.001u,0
24870u,0
24870.001u,0
24900u,0
24900.001u,0
24930u,0
24930.001u,0
24960u,0
24960.001u,0
24990u,0
24990.001u,0
25020u,0
25020.001u,0
25050u,0
25050.001u,0
25080u,0
25080.001u,0
25110u,0
25110.001u,0
25140u,0
25140.001u,0
25170u,0
25170.001u,0
25200u,0
25200.001u,0
25230u,0
25230.001u,0
25260u,0
25260.001u,0
25290u,0
25290.001u,0
25320u,0
25320.001u,0
25350u,0
25350.001u,0
25380u,0
25380.001u,0
25410u,0
25410.001u,0
25440u,0
25440.001u,0
25470u,0
25470.001u,0
25500u,0
25500.001u,0
25530u,0
25530.001u,0
25560u,0
25560.001u,0
25590u,0
25590.001u,0
25620u,0
25620.001u,0
25650u,0
25650.001u,0
25680u,0
25680.001u,0
25710u,0
25710.001u,0
25740u,0
25740.001u,0
25770u,0
25770.001u,0
25800u,0
25800.001u,0
25830u,0
25830.001u,0
25860u,0
25860.001u,0
25890u,0
25890.001u,0
25920u,0
25920.001u,0
25950u,0
25950.001u,0
25980u,0
25980.001u,0
26010u,0
26010.001u,0
26040u,0
26040.001u,0
26070u,0
26070.001u,0
26100u,0
26100.001u,0
26130u,0
26130.001u,0
26160u,0
26160.001u,0
26190u,0
26190.001u,0
26220u,0
26220.001u,0
26250u,0
26250.001u,0
26280u,0
26280.001u,0
26310u,0
26310.001u,0
26340u,0
26340.001u,0
26370u,0
26370.001u,0
26400u,0
26400.001u,0
26430u,0
26430.001u,0
26460u,0
26460.001u,0
26490u,0
26490.001u,0
26520u,0
26520.001u,0
26550u,0
26550.001u,0
26580u,0
26580.001u,0
26610u,0
26610.001u,0
26640u,0
26640.001u,0
26670u,0
26670.001u,0
26700u,0
26700.001u,0
26730u,0
26730.001u,0
26760u,0
26760.001u,0
26790u,0
26790.001u,0
26820u,0
26820.001u,0
26850u,0
26850.001u,0
26880u,0
26880.001u,0
26910u,0
26910.001u,0
26940u,0
26940.001u,0
26970u,0
26970.001u,0
27000u,0
27000.001u,0
27030u,0
27030.001u,0
27060u,0
27060.001u,0
27090u,0
27090.001u,0
27120u,0
27120.001u,0
27150u,0
27150.001u,0
27180u,0
27180.001u,0
27210u,0
27210.001u,0
27240u,0
27240.001u,0
27270u,0
27270.001u,0
27300u,0
27300.001u,0
27330u,0
27330.001u,0
27360u,0
27360.001u,0
27390u,0
27390.001u,0
27420u,0
27420.001u,0
27450u,0
27450.001u,0
27480u,0
27480.001u,0
27510u,0
27510.001u,0
27540u,0
27540.001u,0
27570u,0
27570.001u,0
27600u,0
27600.001u,0
27630u,0
27630.001u,0
27660u,0
27660.001u,0
27690u,0
27690.001u,0
27720u,0
27720.001u,0
27750u,0
27750.001u,0
27780u,0
27780.001u,0
